pop,arm,knob,value,FA,FS,UA,US
unselected union,P-hat only,scale,2.21,3458,936,0,240
unselected union,P-hat only,scale,2.22,3448,946,0,240
unselected union,P-hat only,scale,2.23,3443,951,0,240
unselected union,P-hat only,scale,2.24,3435,959,0,240
unselected union,P-hat only,scale,2.25,3422,972,0,240
unselected union,P-hat only,scale,2.26,3412,982,0,240
unselected union,P-hat only,scale,2.27,3401,993,0,240
unselected union,P-hat only,scale,2.28,3397,997,0,240
unselected union,P-hat only,scale,2.29,3393,1001,0,240
unselected union,P-hat only,scale,2.3,3385,1009,0,240
unselected union,P-hat only,scale,2.31,3378,1016,0,240
unselected union,P-hat only,scale,2.32,3370,1024,0,240
unselected union,P-hat only,scale,2.33,3358,1036,0,240
unselected union,P-hat only,scale,2.34,3350,1044,0,240
unselected union,P-hat only,scale,2.35,3340,1054,0,240
unselected union,P-hat only,scale,2.36,3330,1064,0,240
unselected union,P-hat only,scale,2.37,3325,1069,0,240
unselected union,P-hat only,scale,2.38,3318,1076,0,240
unselected union,P-hat only,scale,2.39,3309,1085,0,240
unselected union,P-hat only,scale,2.4,3296,1098,0,240
unselected union,P-hat only,scale,2.41,3285,1109,0,240
unselected union,P-hat only,scale,2.42,3274,1120,0,240
unselected union,P-hat only,scale,2.43,3266,1128,0,240
unselected union,P-hat only,scale,2.44,3262,1132,0,240
unselected union,P-hat only,scale,2.45,3256,1138,0,240
unselected union,P-hat only,scale,2.46,3248,1146,0,240
unselected union,P-hat only,scale,2.47,3243,1151,0,240
unselected union,P-hat only,scale,2.48,3240,1154,0,240
unselected union,P-hat only,scale,2.49,3235,1159,0,240
unselected union,P-hat only,scale,2.5,3229,1165,0,240
unselected union,P-hat only,scale,2.51,3224,1170,0,240
unselected union,P-hat only,scale,2.52,3218,1176,0,240
unselected union,P-hat only,scale,2.53,3206,1188,0,240
unselected union,P-hat only,scale,2.54,3198,1196,0,240
unselected union,P-hat only,scale,2.55,3192,1202,0,240
unselected union,P-hat only,scale,2.56,3183,1211,0,240
unselected union,P-hat only,scale,2.57,3174,1220,0,240
unselected union,P-hat only,scale,2.58,3159,1235,0,240
unselected union,P-hat only,scale,2.59,3150,1244,0,240
unselected union,P-hat only,scale,2.6,3144,1250,0,240
unselected union,P-hat only,scale,2.61,3133,1261,0,240
unselected union,P-hat only,scale,2.62,3124,1270,0,240
unselected union,P-hat only,scale,2.63,3116,1278,0,240
unselected union,P-hat only,scale,2.64,3110,1284,0,240
unselected union,P-hat only,scale,2.65,3105,1289,0,240
unselected union,P-hat only,scale,2.66,3100,1294,0,240
unselected union,P-hat only,scale,2.67,3093,1301,0,240
unselected union,P-hat only,scale,2.68,3084,1310,0,240
unselected union,P-hat only,scale,2.69,3078,1316,0,240
unselected union,P-hat only,scale,2.7,3067,1327,0,240
unselected union,P-hat only,scale,2.71,3059,1335,0,240
unselected union,P-hat only,scale,2.72,3055,1339,0,240
unselected union,P-hat only,scale,2.73,3051,1343,0,240
unselected union,P-hat only,scale,2.74,3044,1350,0,240
unselected union,P-hat only,scale,2.75,3037,1357,0,240
unselected union,P-hat only,scale,2.76,3024,1370,0,240
unselected union,P-hat only,scale,2.77,3015,1379,0,240
unselected union,P-hat only,scale,2.78,3004,1390,0,240
unselected union,P-hat only,scale,2.79,2992,1402,0,240
unselected union,P-hat only,scale,2.8,2986,1408,0,240
unselected union,P-hat only,scale,2.81,2980,1414,0,240
unselected union,P-hat only,scale,2.82,2977,1417,0,240
unselected union,P-hat only,scale,2.83,2966,1428,0,240
unselected union,P-hat only,scale,2.84,2962,1432,0,240
unselected union,P-hat only,scale,2.85,2955,1439,0,240
unselected union,P-hat only,scale,2.86,2952,1442,0,240
unselected union,P-hat only,scale,2.87,2946,1448,0,240
unselected union,P-hat only,scale,2.88,2940,1454,0,240
unselected union,P-hat only,scale,2.89,2934,1460,0,240
unselected union,P-hat only,scale,2.9,2927,1467,0,240
unselected union,P-hat only,scale,2.91,2923,1471,0,240
unselected union,P-hat only,scale,2.92,2913,1481,0,240
unselected union,P-hat only,scale,2.93,2906,1488,0,240
unselected union,P-hat only,scale,2.94,2901,1493,0,240
unselected union,P-hat only,scale,2.95,2896,1498,0,240
unselected union,P-hat only,scale,2.96,2893,1501,0,240
unselected union,P-hat only,scale,2.97,2885,1509,0,240
unselected union,P-hat only,scale,2.98,2882,1512,0,240
unselected union,P-hat only,scale,2.99,2875,1519,0,240
unselected union,P-hat only,scale,3.0,2865,1529,0,240
unselected union,draft mean-3,margin,0.0,4344,50,56,184
unselected union,draft mean-3,margin,10.0,4338,56,54,186
unselected union,draft mean-3,margin,20.0,4336,58,46,194
unselected union,draft mean-3,margin,30.0,4335,59,46,194
unselected union,draft mean-3,margin,40.0,4328,66,42,198
unselected union,draft mean-3,margin,50.0,4318,76,40,200
unselected union,draft mean-3,margin,60.0,4316,78,36,204
unselected union,draft mean-3,margin,70.0,4308,86,34,206
unselected union,draft mean-3,margin,80.0,4300,94,32,208
unselected union,draft mean-3,margin,90.0,4288,106,30,210
unselected union,draft mean-3,margin,100.0,4284,110,28,212
unselected union,draft mean-3,margin,110.0,4274,120,28,212
unselected union,draft mean-3,margin,120.0,4272,122,26,214
unselected union,draft mean-3,margin,130.0,4268,126,20,220
unselected union,draft mean-3,margin,140.0,4260,134,18,222
unselected union,draft mean-3,margin,150.0,4248,146,18,222
unselected union,draft mean-3,margin,160.0,4242,152,18,222
unselected union,draft mean-3,margin,170.0,4238,156,14,226
unselected union,draft mean-3,margin,180.0,4230,164,12,228
unselected union,draft mean-3,margin,190.0,4224,170,12,228
unselected union,draft mean-3,margin,200.0,4218,176,12,228
unselected union,draft mean-3,margin,210.0,4210,184,10,230
unselected union,draft mean-3,margin,220.0,4206,188,10,230
unselected union,draft mean-3,margin,230.0,4190,204,10,230
unselected union,draft mean-3,margin,240.0,4182,212,10,230
unselected union,draft mean-3,margin,250.0,4180,214,10,230
unselected union,draft mean-3,margin,260.0,4176,218,10,230
unselected union,draft mean-3,margin,270.0,4162,232,10,230
unselected union,draft mean-3,margin,280.0,4148,246,10,230
unselected union,draft mean-3,margin,290.0,4144,250,10,230
unselected union,draft mean-3,margin,300.0,4138,256,10,230
unselected union,draft mean-3,margin,310.0,4126,268,10,230
unselected union,draft mean-3,margin,320.0,4114,280,10,230
unselected union,draft mean-3,margin,330.0,4112,282,10,230
unselected union,draft mean-3,margin,340.0,4094,300,10,230
unselected union,draft mean-3,margin,350.0,4084,310,8,232
unselected union,draft mean-3,margin,360.0,4070,324,8,232
unselected union,draft mean-3,margin,370.0,4064,330,8,232
unselected union,draft mean-3,margin,380.0,4056,338,8,232
unselected union,draft mean-3,margin,390.0,4042,352,8,232
unselected union,draft mean-3,margin,400.0,4030,364,6,234
unselected union,draft mean-3,margin,410.0,4014,380,6,234
unselected union,draft mean-3,margin,420.0,4003,391,6,234
unselected union,draft mean-3,margin,430.0,3988,406,6,234
unselected union,draft mean-3,margin,440.0,3980,414,6,234
unselected union,draft mean-3,margin,450.0,3964,430,6,234
unselected union,draft mean-3,margin,460.0,3960,434,6,234
unselected union,draft mean-3,margin,470.0,3952,442,6,234
unselected union,draft mean-3,margin,480.0,3942,452,6,234
unselected union,draft mean-3,margin,490.0,3934,460,6,234
unselected union,draft mean-3,margin,500.0,3916,478,6,234
unselected union,draft mean-3,margin,510.0,3906,488,6,234
unselected union,draft mean-3,margin,520.0,3879,515,6,234
unselected union,draft mean-3,margin,530.0,3864,530,6,234
unselected union,draft mean-3,margin,540.0,3854,540,6,234
unselected union,draft mean-3,margin,550.0,3848,546,4,236
unselected union,draft mean-3,margin,560.0,3832,562,4,236
unselected union,draft mean-3,margin,570.0,3812,582,2,238
unselected union,draft mean-3,margin,580.0,3788,606,2,238
unselected union,draft mean-3,margin,590.0,3774,620,2,238
unselected union,draft mean-3,margin,600.0,3768,626,2,238
unselected union,draft mean-3,margin,610.0,3752,642,2,238
unselected union,draft mean-3,margin,620.0,3743,651,2,238
unselected union,draft mean-3,margin,630.0,3724,670,2,238
unselected union,draft mean-3,margin,640.0,3708,686,2,238
unselected union,draft mean-3,margin,650.0,3686,708,2,238
unselected union,draft mean-3,margin,660.0,3676,718,0,240
unselected union,draft mean-3,margin,670.0,3668,726,0,240
unselected union,draft mean-3,margin,680.0,3650,744,0,240
unselected union,draft mean-3,margin,690.0,3644,750,0,240
unselected union,draft mean-3,margin,700.0,3634,760,0,240
unselected union,draft mean-3,margin,710.0,3626,768,0,240
unselected union,draft mean-3,margin,720.0,3616,778,0,240
unselected union,draft mean-3,margin,730.0,3600,794,0,240
unselected union,draft mean-3,margin,740.0,3580,814,0,240
unselected union,draft mean-3,margin,750.0,3570,824,0,240
unselected union,draft mean-3,margin,760.0,3556,838,0,240
unselected union,draft mean-3,margin,770.0,3548,846,0,240
unselected union,draft mean-3,margin,780.0,3538,856,0,240
unselected union,draft mean-3,margin,790.0,3528,866,0,240
unselected union,draft mean-3,margin,800.0,3506,888,0,240
unselected union,draft mean-3,margin,810.0,3488,906,0,240
unselected union,draft mean-3,margin,820.0,3474,920,0,240
unselected union,draft mean-3,margin,830.0,3464,930,0,240
unselected union,draft mean-3,margin,840.0,3434,960,0,240
unselected union,draft mean-3,margin,850.0,3424,970,0,240
unselected union,draft mean-3,margin,860.0,3416,978,0,240
unselected union,draft mean-3,margin,870.0,3396,998,0,240
unselected union,draft mean-3,margin,880.0,3378,1016,0,240
unselected union,draft mean-3,margin,890.0,3364,1030,0,240
unselected union,draft mean-3,margin,900.0,3350,1044,0,240
unselected union,draft mean-3,margin,910.0,3332,1062,0,240
unselected union,draft mean-3,margin,920.0,3319,1075,0,240
unselected union,draft mean-3,margin,930.0,3302,1092,0,240
unselected union,draft mean-3,margin,940.0,3286,1108,0,240
unselected union,draft mean-3,margin,950.0,3274,1120,0,240
unselected union,draft mean-3,margin,960.0,3258,1136,0,240
unselected union,draft mean-3,margin,970.0,3248,1146,0,240
unselected union,draft mean-3,margin,980.0,3234,1160,0,240
unselected union,draft mean-3,margin,990.0,3220,1174,0,240
unselected union,draft mean-3,margin,1000.0,3210,1184,0,240
unselected union,draft mean-3,margin,1010.0,3206,1188,0,240
unselected union,draft mean-3,margin,1020.0,3195,1199,0,240
unselected union,draft mean-3,margin,1030.0,3188,1206,0,240
unselected union,draft mean-3,margin,1040.0,3170,1224,0,240
unselected union,draft mean-3,margin,1050.0,3162,1232,0,240
unselected union,draft mean-3,margin,1060.0,3142,1252,0,240
unselected union,draft mean-3,margin,1070.0,3130,1264,0,240
unselected union,draft mean-3,margin,1080.0,3122,1272,0,240
unselected union,draft mean-3,margin,1090.0,3118,1276,0,240
unselected union,draft mean-3,margin,1100.0,3108,1286,0,240
unselected union,draft mean-3,margin,1110.0,3100,1294,0,240
unselected union,draft mean-3,margin,1120.0,3088,1306,0,240
unselected union,draft mean-3,margin,1130.0,3072,1322,0,240
unselected union,draft mean-3,margin,1140.0,3062,1332,0,240
unselected union,draft mean-3,margin,1150.0,3048,1346,0,240
unselected union,draft mean-3,margin,1160.0,3044,1350,0,240
unselected union,draft mean-3,margin,1170.0,3030,1364,0,240
unselected union,draft mean-3,margin,1180.0,3020,1374,0,240
unselected union,draft mean-3,margin,1190.0,3012,1382,0,240
unselected union,draft mean-3,margin,1200.0,3008,1386,0,240
unselected union,draft mean-3,margin,1210.0,3000,1394,0,240
unselected union,draft mean-3,margin,1220.0,2990,1404,0,240
unselected union,draft mean-3,margin,1230.0,2976,1418,0,240
unselected union,draft mean-3,margin,1240.0,2970,1424,0,240
unselected union,draft mean-3,margin,1250.0,2958,1436,0,240
unselected union,draft mean-3,margin,1260.0,2940,1454,0,240
unselected union,draft mean-3,margin,1270.0,2936,1458,0,240
unselected union,draft mean-3,margin,1280.0,2930,1464,0,240
unselected union,draft mean-3,margin,1290.0,2924,1470,0,240
unselected union,draft mean-3,margin,1300.0,2906,1488,0,240
unselected union,draft mean-3,margin,1310.0,2898,1496,0,240
unselected union,draft mean-3,margin,1320.0,2890,1504,0,240
unselected union,draft mean-3,margin,1330.0,2872,1522,0,240
unselected union,draft mean-3,margin,1340.0,2866,1528,0,240
unselected union,draft mean-3,margin,1350.0,2852,1542,0,240
unselected union,draft mean-3,margin,1360.0,2844,1550,0,240
unselected union,draft mean-3,margin,1370.0,2836,1558,0,240
unselected union,draft mean-3,margin,1380.0,2830,1564,0,240
unselected union,draft mean-3,margin,1390.0,2826,1568,0,240
unselected union,draft mean-3,margin,1400.0,2818,1576,0,240
unselected union,draft mean-3,margin,1410.0,2810,1584,0,240
unselected union,draft mean-3,margin,1420.0,2806,1588,0,240
unselected union,draft mean-3,margin,1430.0,2798,1596,0,240
unselected union,draft mean-3,margin,1440.0,2790,1604,0,240
unselected union,draft mean-3,margin,1450.0,2788,1606,0,240
unselected union,draft mean-3,margin,1460.0,2778,1616,0,240
unselected union,draft mean-3,margin,1470.0,2770,1624,0,240
unselected union,draft mean-3,margin,1480.0,2762,1632,0,240
unselected union,draft mean-3,margin,1490.0,2756,1638,0,240
unselected union,draft mean-3,margin,1500.0,2748,1646,0,240
unselected union,draft mean-3,scale,1.0,4344,50,56,184
unselected union,draft mean-3,scale,1.01,4338,56,53,187
unselected union,draft mean-3,scale,1.02,4336,58,49,191
unselected union,draft mean-3,scale,1.03,4335,59,47,193
unselected union,draft mean-3,scale,1.04,4332,62,44,196
unselected union,draft mean-3,scale,1.05,4327,67,42,198
unselected union,draft mean-3,scale,1.06,4320,74,40,200
unselected union,draft mean-3,scale,1.07,4316,78,37,203
unselected union,draft mean-3,scale,1.08,4309,85,37,203
unselected union,draft mean-3,scale,1.09,4304,90,35,205
unselected union,draft mean-3,scale,1.1,4295,99,35,205
unselected union,draft mean-3,scale,1.11,4289,105,34,206
unselected union,draft mean-3,scale,1.12,4286,108,32,208
unselected union,draft mean-3,scale,1.13,4281,113,31,209
unselected union,draft mean-3,scale,1.14,4275,119,25,215
unselected union,draft mean-3,scale,1.15,4271,123,25,215
unselected union,draft mean-3,scale,1.16,4264,130,25,215
unselected union,draft mean-3,scale,1.17,4257,137,25,215
unselected union,draft mean-3,scale,1.18,4251,143,25,215
unselected union,draft mean-3,scale,1.19,4245,149,24,216
unselected union,draft mean-3,scale,1.2,4243,151,24,216
unselected union,draft mean-3,scale,1.21,4240,154,24,216
unselected union,draft mean-3,scale,1.22,4236,158,24,216
unselected union,draft mean-3,scale,1.23,4232,162,21,219
unselected union,draft mean-3,scale,1.24,4229,165,21,219
unselected union,draft mean-3,scale,1.25,4221,173,20,220
unselected union,draft mean-3,scale,1.26,4212,182,19,221
unselected union,draft mean-3,scale,1.27,4205,189,19,221
unselected union,draft mean-3,scale,1.28,4201,193,17,223
unselected union,draft mean-3,scale,1.29,4198,196,17,223
unselected union,draft mean-3,scale,1.3,4187,207,16,224
unselected union,draft mean-3,scale,1.31,4181,213,16,224
unselected union,draft mean-3,scale,1.32,4170,224,15,225
unselected union,draft mean-3,scale,1.33,4163,231,15,225
unselected union,draft mean-3,scale,1.34,4151,243,15,225
unselected union,draft mean-3,scale,1.35,4141,253,15,225
unselected union,draft mean-3,scale,1.36,4135,259,14,226
unselected union,draft mean-3,scale,1.37,4127,267,13,227
unselected union,draft mean-3,scale,1.38,4121,273,12,228
unselected union,draft mean-3,scale,1.39,4114,280,12,228
unselected union,draft mean-3,scale,1.4,4106,288,12,228
unselected union,draft mean-3,scale,1.41,4097,297,12,228
unselected union,draft mean-3,scale,1.42,4088,306,12,228
unselected union,draft mean-3,scale,1.43,4077,317,12,228
unselected union,draft mean-3,scale,1.44,4070,324,12,228
unselected union,draft mean-3,scale,1.45,4060,334,12,228
unselected union,draft mean-3,scale,1.46,4050,344,12,228
unselected union,draft mean-3,scale,1.47,4043,351,12,228
unselected union,draft mean-3,scale,1.48,4036,358,12,228
unselected union,draft mean-3,scale,1.49,4023,371,11,229
unselected union,draft mean-3,scale,1.5,4016,378,10,230
unselected union,draft mean-3,scale,1.51,4010,384,10,230
unselected union,draft mean-3,scale,1.52,3992,402,10,230
unselected union,draft mean-3,scale,1.53,3979,415,9,231
unselected union,draft mean-3,scale,1.54,3970,424,9,231
unselected union,draft mean-3,scale,1.55,3960,434,9,231
unselected union,draft mean-3,scale,1.56,3951,443,8,232
unselected union,draft mean-3,scale,1.57,3945,449,8,232
unselected union,draft mean-3,scale,1.58,3938,456,8,232
unselected union,draft mean-3,scale,1.59,3927,467,8,232
unselected union,draft mean-3,scale,1.6,3919,475,8,232
unselected union,draft mean-3,scale,1.61,3916,478,8,232
unselected union,draft mean-3,scale,1.62,3905,489,8,232
unselected union,draft mean-3,scale,1.63,3892,502,8,232
unselected union,draft mean-3,scale,1.64,3884,510,8,232
unselected union,draft mean-3,scale,1.65,3872,522,7,233
unselected union,draft mean-3,scale,1.66,3858,536,7,233
unselected union,draft mean-3,scale,1.67,3846,548,7,233
unselected union,draft mean-3,scale,1.68,3840,554,7,233
unselected union,draft mean-3,scale,1.69,3835,559,6,234
unselected union,draft mean-3,scale,1.7,3826,568,6,234
unselected union,draft mean-3,scale,1.71,3815,579,6,234
unselected union,draft mean-3,scale,1.72,3801,593,6,234
unselected union,draft mean-3,scale,1.73,3794,600,6,234
unselected union,draft mean-3,scale,1.74,3780,614,6,234
unselected union,draft mean-3,scale,1.75,3766,628,6,234
unselected union,draft mean-3,scale,1.76,3760,634,5,235
unselected union,draft mean-3,scale,1.77,3748,646,5,235
unselected union,draft mean-3,scale,1.78,3739,655,5,235
unselected union,draft mean-3,scale,1.79,3728,666,5,235
unselected union,draft mean-3,scale,1.8,3723,671,5,235
unselected union,draft mean-3,scale,1.81,3710,684,5,235
unselected union,draft mean-3,scale,1.82,3701,693,5,235
unselected union,draft mean-3,scale,1.83,3691,703,5,235
unselected union,draft mean-3,scale,1.84,3682,712,5,235
unselected union,draft mean-3,scale,1.85,3675,719,5,235
unselected union,draft mean-3,scale,1.86,3667,727,5,235
unselected union,draft mean-3,scale,1.87,3659,735,5,235
unselected union,draft mean-3,scale,1.88,3652,742,5,235
unselected union,draft mean-3,scale,1.89,3644,750,5,235
unselected union,draft mean-3,scale,1.9,3633,761,5,235
unselected union,draft mean-3,scale,1.91,3624,770,5,235
unselected union,draft mean-3,scale,1.92,3616,778,5,235
unselected union,draft mean-3,scale,1.93,3607,787,5,235
unselected union,draft mean-3,scale,1.94,3594,800,5,235
unselected union,draft mean-3,scale,1.95,3585,809,5,235
unselected union,draft mean-3,scale,1.96,3574,820,5,235
unselected union,draft mean-3,scale,1.97,3569,825,5,235
unselected union,draft mean-3,scale,1.98,3562,832,4,236
unselected union,draft mean-3,scale,1.99,3553,841,4,236
unselected union,draft mean-3,scale,2.0,3546,848,4,236
unselected union,draft mean-3,scale,2.01,3536,858,4,236
unselected union,draft mean-3,scale,2.02,3526,868,4,236
unselected union,draft mean-3,scale,2.03,3517,877,4,236
unselected union,draft mean-3,scale,2.04,3507,887,4,236
unselected union,draft mean-3,scale,2.05,3504,890,4,236
unselected union,draft mean-3,scale,2.06,3494,900,4,236
unselected union,draft mean-3,scale,2.07,3490,904,4,236
unselected union,draft mean-3,scale,2.08,3484,910,4,236
unselected union,draft mean-3,scale,2.09,3478,916,4,236
unselected union,draft mean-3,scale,2.1,3472,922,4,236
unselected union,draft mean-3,scale,2.11,3458,936,3,237
unselected union,draft mean-3,scale,2.12,3448,946,3,237
unselected union,draft mean-3,scale,2.13,3441,953,3,237
unselected union,draft mean-3,scale,2.14,3426,968,3,237
unselected union,draft mean-3,scale,2.15,3419,975,3,237
unselected union,draft mean-3,scale,2.16,3409,985,3,237
unselected union,draft mean-3,scale,2.17,3396,998,3,237
unselected union,draft mean-3,scale,2.18,3387,1007,3,237
unselected union,draft mean-3,scale,2.19,3381,1013,3,237
unselected union,draft mean-3,scale,2.2,3370,1024,3,237
unselected union,draft mean-3,scale,2.21,3364,1030,3,237
unselected union,draft mean-3,scale,2.22,3356,1038,3,237
unselected union,draft mean-3,scale,2.23,3346,1048,3,237
unselected union,draft mean-3,scale,2.24,3337,1057,3,237
unselected union,draft mean-3,scale,2.25,3328,1066,3,237
unselected union,draft mean-3,scale,2.26,3317,1077,3,237
unselected union,draft mean-3,scale,2.27,3308,1086,3,237
unselected union,draft mean-3,scale,2.28,3303,1091,3,237
unselected union,draft mean-3,scale,2.29,3293,1101,3,237
unselected union,draft mean-3,scale,2.3,3284,1110,3,237
unselected union,draft mean-3,scale,2.31,3267,1127,3,237
unselected union,draft mean-3,scale,2.32,3256,1138,3,237
unselected union,draft mean-3,scale,2.33,3244,1150,3,237
unselected union,draft mean-3,scale,2.34,3239,1155,3,237
unselected union,draft mean-3,scale,2.35,3229,1165,3,237
unselected union,draft mean-3,scale,2.36,3220,1174,3,237
unselected union,draft mean-3,scale,2.37,3212,1182,3,237
unselected union,draft mean-3,scale,2.38,3205,1189,3,237
unselected union,draft mean-3,scale,2.39,3195,1199,3,237
unselected union,draft mean-3,scale,2.4,3184,1210,3,237
unselected union,draft mean-3,scale,2.41,3173,1221,3,237
unselected union,draft mean-3,scale,2.42,3164,1230,3,237
unselected union,draft mean-3,scale,2.43,3151,1243,3,237
unselected union,draft mean-3,scale,2.44,3146,1248,3,237
unselected union,draft mean-3,scale,2.45,3140,1254,3,237
unselected union,draft mean-3,scale,2.46,3134,1260,3,237
unselected union,draft mean-3,scale,2.47,3127,1267,3,237
unselected union,draft mean-3,scale,2.48,3113,1281,3,237
unselected union,draft mean-3,scale,2.49,3110,1284,3,237
unselected union,draft mean-3,scale,2.5,3100,1294,3,237
unselected union,draft mean-3,scale,2.51,3083,1311,3,237
unselected union,draft mean-3,scale,2.52,3073,1321,3,237
unselected union,draft mean-3,scale,2.53,3067,1327,3,237
unselected union,draft mean-3,scale,2.54,3059,1335,3,237
unselected union,draft mean-3,scale,2.55,3054,1340,3,237
unselected union,draft mean-3,scale,2.56,3045,1349,3,237
unselected union,draft mean-3,scale,2.57,3034,1360,3,237
unselected union,draft mean-3,scale,2.58,3028,1366,3,237
unselected union,draft mean-3,scale,2.59,3017,1377,3,237
unselected union,draft mean-3,scale,2.6,3004,1390,3,237
unselected union,draft mean-3,scale,2.61,2998,1396,3,237
unselected union,draft mean-3,scale,2.62,2991,1403,3,237
unselected union,draft mean-3,scale,2.63,2981,1413,3,237
unselected union,draft mean-3,scale,2.64,2977,1417,3,237
unselected union,draft mean-3,scale,2.65,2970,1424,3,237
unselected union,draft mean-3,scale,2.66,2959,1435,3,237
unselected union,draft mean-3,scale,2.67,2957,1437,3,237
unselected union,draft mean-3,scale,2.68,2951,1443,3,237
unselected union,draft mean-3,scale,2.69,2948,1446,3,237
unselected union,draft mean-3,scale,2.7,2945,1449,3,237
unselected union,draft mean-3,scale,2.71,2940,1454,3,237
unselected union,draft mean-3,scale,2.72,2932,1462,3,237
unselected union,draft mean-3,scale,2.73,2925,1469,3,237
unselected union,draft mean-3,scale,2.74,2920,1474,3,237
unselected union,draft mean-3,scale,2.75,2916,1478,3,237
unselected union,draft mean-3,scale,2.76,2908,1486,3,237
unselected union,draft mean-3,scale,2.77,2905,1489,3,237
unselected union,draft mean-3,scale,2.78,2899,1495,3,237
unselected union,draft mean-3,scale,2.79,2884,1510,3,237
unselected union,draft mean-3,scale,2.8,2877,1517,3,237
unselected union,draft mean-3,scale,2.81,2870,1524,3,237
unselected union,draft mean-3,scale,2.82,2863,1531,3,237
unselected union,draft mean-3,scale,2.83,2860,1534,3,237
unselected union,draft mean-3,scale,2.84,2854,1540,3,237
unselected union,draft mean-3,scale,2.85,2841,1553,3,237
unselected union,draft mean-3,scale,2.86,2835,1559,3,237
unselected union,draft mean-3,scale,2.87,2826,1568,3,237
unselected union,draft mean-3,scale,2.88,2819,1575,3,237
unselected union,draft mean-3,scale,2.89,2811,1583,3,237
unselected union,draft mean-3,scale,2.9,2801,1593,3,237
unselected union,draft mean-3,scale,2.91,2794,1600,3,237
unselected union,draft mean-3,scale,2.92,2785,1609,3,237
unselected union,draft mean-3,scale,2.93,2780,1614,3,237
unselected union,draft mean-3,scale,2.94,2773,1621,3,237
unselected union,draft mean-3,scale,2.95,2768,1626,3,237
unselected union,draft mean-3,scale,2.96,2763,1631,3,237
unselected union,draft mean-3,scale,2.97,2757,1637,3,237
unselected union,draft mean-3,scale,2.98,2749,1645,3,237
unselected union,draft mean-3,scale,2.99,2745,1649,3,237
unselected union,draft mean-3,scale,3.0,2738,1656,3,237
unselected union,draft max-5,margin,0.0,4222,172,24,216
unselected union,draft max-5,margin,10.0,4210,184,24,216
unselected union,draft max-5,margin,20.0,4200,194,22,218
unselected union,draft max-5,margin,30.0,4194,200,20,220
unselected union,draft max-5,margin,40.0,4190,204,18,222
unselected union,draft max-5,margin,50.0,4185,209,16,224
unselected union,draft max-5,margin,60.0,4182,212,16,224
unselected union,draft max-5,margin,70.0,4172,222,14,226
unselected union,draft max-5,margin,80.0,4162,232,14,226
unselected union,draft max-5,margin,90.0,4154,240,12,228
unselected union,draft max-5,margin,100.0,4150,244,12,228
unselected union,draft max-5,margin,110.0,4136,258,10,230
unselected union,draft max-5,margin,120.0,4128,266,8,232
unselected union,draft max-5,margin,130.0,4120,274,6,234
unselected union,draft max-5,margin,140.0,4110,284,6,234
unselected union,draft max-5,margin,150.0,4098,296,6,234
unselected union,draft max-5,margin,160.0,4094,300,6,234
unselected union,draft max-5,margin,170.0,4094,300,6,234
unselected union,draft max-5,margin,180.0,4084,310,6,234
unselected union,draft max-5,margin,190.0,4076,318,6,234
unselected union,draft max-5,margin,200.0,4062,332,6,234
unselected union,draft max-5,margin,210.0,4050,344,6,234
unselected union,draft max-5,margin,220.0,4038,356,6,234
unselected union,draft max-5,margin,230.0,4028,366,6,234
unselected union,draft max-5,margin,240.0,4016,378,6,234
unselected union,draft max-5,margin,250.0,3999,395,6,234
unselected union,draft max-5,margin,260.0,3972,422,6,234
unselected union,draft max-5,margin,270.0,3966,428,6,234
unselected union,draft max-5,margin,280.0,3954,440,6,234
unselected union,draft max-5,margin,290.0,3946,448,6,234
unselected union,draft max-5,margin,300.0,3940,454,6,234
unselected union,draft max-5,margin,310.0,3926,468,6,234
unselected union,draft max-5,margin,320.0,3904,490,6,234
unselected union,draft max-5,margin,330.0,3890,504,6,234
unselected union,draft max-5,margin,340.0,3882,512,6,234
unselected union,draft max-5,margin,350.0,3872,522,6,234
unselected union,draft max-5,margin,360.0,3868,526,6,234
unselected union,draft max-5,margin,370.0,3858,536,4,236
unselected union,draft max-5,margin,380.0,3848,546,4,236
unselected union,draft max-5,margin,390.0,3836,558,4,236
unselected union,draft max-5,margin,400.0,3832,562,4,236
unselected union,draft max-5,margin,410.0,3816,578,4,236
unselected union,draft max-5,margin,420.0,3802,592,4,236
unselected union,draft max-5,margin,430.0,3788,606,4,236
unselected union,draft max-5,margin,440.0,3780,614,4,236
unselected union,draft max-5,margin,450.0,3772,622,4,236
unselected union,draft max-5,margin,460.0,3754,640,4,236
unselected union,draft max-5,margin,470.0,3740,654,4,236
unselected union,draft max-5,margin,480.0,3734,660,4,236
unselected union,draft max-5,margin,490.0,3724,670,4,236
unselected union,draft max-5,margin,500.0,3710,684,4,236
unselected union,draft max-5,margin,510.0,3698,696,4,236
unselected union,draft max-5,margin,520.0,3684,710,4,236
unselected union,draft max-5,margin,530.0,3664,730,4,236
unselected union,draft max-5,margin,540.0,3652,742,2,238
unselected union,draft max-5,margin,550.0,3636,758,2,238
unselected union,draft max-5,margin,560.0,3624,770,2,238
unselected union,draft max-5,margin,570.0,3610,784,2,238
unselected union,draft max-5,margin,580.0,3594,800,2,238
unselected union,draft max-5,margin,590.0,3584,810,2,238
unselected union,draft max-5,margin,600.0,3580,814,2,238
unselected union,draft max-5,margin,610.0,3560,834,2,238
