backlog_pct,cdf
71.6714,0.94904
71.7286,0.95117
71.7714,0.95329
71.8143,0.95541
72.0714,0.95754
72.9857,0.95966
73.6143,0.96178
74.0571,0.96391
74.2143,0.96603
74.3429,0.96815
75.4857,0.97028
75.5286,0.9724
76.9714,0.97452
78.1857,0.97665
78.7429,0.97877
79.2143,0.98089
79.8571,0.98301
80.0286,0.98514
80.1286,0.98726
80.3,0.98938
81.5286,0.99151
82.5857,0.99363
83.5143,0.99575
85.4429,0.99788
86.3143,1.0
