backlog_pct,cdf
34.3857,0.52353
34.4,0.52485
34.4429,0.52551
34.4714,0.52618
34.4857,0.52816
34.5143,0.52883
34.5429,0.52949
34.6,0.53082
34.6143,0.53148
34.7429,0.53214
34.7571,0.5328
34.7857,0.53347
34.8714,0.53413
34.9,0.53479
34.9429,0.53545
34.9571,0.53612
34.9857,0.53678
35.0,0.53744
35.0143,0.53877
35.0429,0.54009
35.0857,0.54076
35.1,0.54142
35.1286,0.54208
35.1429,0.54341
35.1571,0.54407
35.2429,0.54473
35.3,0.54672
35.3714,0.54738
35.4429,0.54805
35.4857,0.54937
35.5,0.55136
35.5571,0.55202
35.5857,0.55268
35.6286,0.55401
35.7143,0.55467
35.7714,0.556
35.8286,0.55732
36.0571,0.55799
36.1286,0.55931
36.1571,0.56064
36.1714,0.5613
36.2286,0.56196
36.2571,0.56262
36.3429,0.56395
36.3857,0.56461
36.4714,0.56528
36.6429,0.5666
36.7429,0.56726
36.9143,0.56793
36.9571,0.56859
36.9714,0.56925
37.0571,0.56991
37.1,0.57124
37.1143,0.57256
37.1857,0.57323
37.2143,0.57389
37.2429,0.57455
37.2571,0.57522
37.2857,0.57588
37.3,0.57654
37.3571,0.5772
37.4,0.57787
37.4286,0.57919
37.4429,0.57985
37.4714,0.58052
37.5,0.58118
37.5286,0.5825
37.5571,0.58317
37.5857,0.58383
37.6,0.58449
37.6143,0.58516
37.6286,0.58582
37.6429,0.58714
37.6857,0.58847
37.7286,0.58913
37.8857,0.58979
37.9143,0.59046
37.9571,0.59112
38.0429,0.59178
38.0714,0.59245
38.1,0.59311
38.1143,0.59377
38.1571,0.59443
38.2286,0.5951
38.2571,0.59576
38.2857,0.59708
38.3143,0.59775
38.3571,0.59841
38.4,0.59973
38.4429,0.6004
38.4571,0.60106
38.4714,0.60172
38.4857,0.60239
38.5429,0.60371
38.5714,0.60437
38.6,0.60504
38.6571,0.6057
38.7143,0.60636
38.7429,0.60702
38.7857,0.60769
38.8,0.60835
38.9571,0.61034
39.0,0.61166
39.0429,0.61233
39.1,0.61299
39.1571,0.61365
39.1714,0.61431
39.1857,0.61564
39.2286,0.6163
39.3,0.61696
39.3571,0.61829
39.3714,0.61962
39.4714,0.62028
39.4857,0.62094
39.5143,0.6216
39.5857,0.62227
39.6714,0.62359
39.7714,0.62425
39.8,0.62558
39.8286,0.62624
39.9857,0.62691
40.0429,0.62757
40.1,0.62889
40.1286,0.62956
40.1857,0.63088
40.3571,0.63221
40.4429,0.63419
40.4571,0.63486
40.5429,0.63552
40.5714,0.63618
40.5857,0.63751
40.6,0.63817
40.6143,0.63883
40.7429,0.6395
40.7571,0.64016
40.7857,0.64082
40.8286,0.64148
40.8857,0.64215
40.9429,0.64281
40.9714,0.64347
40.9857,0.64414
41.0,0.6448
41.0571,0.64546
41.0857,0.64612
41.1286,0.64679
41.1571,0.64811
41.1714,0.64877
41.2571,0.64944
41.2857,0.6501
41.3429,0.65076
41.3714,0.65142
41.4,0.65209
41.4429,0.65275
41.4714,0.65341
41.5143,0.65408
41.5714,0.65474
41.5857,0.6554
41.6286,0.65606
41.6429,0.65739
41.6571,0.65805
41.7429,0.65871
41.7571,0.65938
41.8143,0.66004
41.8429,0.6607
41.8857,0.66269
41.9,0.66335
41.9143,0.66402
41.9571,0.66468
42.0143,0.666
42.0286,0.66733
42.0714,0.66799
42.0857,0.66865
42.1,0.66932
42.1143,0.67064
42.1429,0.67197
42.1714,0.67263
42.1857,0.67396
42.2571,0.67462
42.3143,0.67727
42.3571,0.67793
42.4286,0.6786
42.5,0.67926
42.5429,0.68058
42.5714,0.68191
42.6143,0.68257
42.6286,0.68323
42.7286,0.6839
42.7714,0.68456
42.8143,0.68522
42.8286,0.68655
42.8571,0.68721
42.9286,0.68787
42.9429,0.6892
42.9714,0.68986
43.0,0.69052
43.0571,0.69119
43.0857,0.69185
43.1571,0.69251
43.1857,0.69317
43.2286,0.69384
43.3429,0.6945
43.3571,0.69516
43.3714,0.69715
43.4,0.69781
43.4286,0.69848
43.4571,0.69914
43.4714,0.6998
43.5714,0.70046
43.5857,0.70113
43.6286,0.70311
43.6429,0.70378
43.6857,0.70444
43.7143,0.7051
43.7571,0.70643
43.7714,0.70709
43.7857,0.70775
43.8143,0.70842
43.8714,0.70908
43.9429,0.70974
43.9714,0.7104
44.0,0.71107
44.1143,0.71173
44.1286,0.71239
44.1857,0.71306
44.2143,0.71372
44.2429,0.71438
44.2714,0.71504
44.2857,0.71571
44.3714,0.71637
44.4,0.71769
44.4143,0.71836
44.4286,0.71902
44.5,0.71968
44.5143,0.72034
44.5286,0.72167
44.6,0.72233
44.6286,0.72366
44.6571,0.72432
44.7,0.72565
44.7143,0.72631
44.7714,0.72763
44.9,0.72896
44.9143,0.72962
44.9286,0.73095
44.9571,0.73161
45.0571,0.73227
45.1,0.73294
45.1429,0.7336
45.2,0.73426
45.2286,0.73492
45.2857,0.73559
45.4,0.73625
45.4143,0.73757
45.4286,0.73824
45.4429,0.7389
45.4714,0.73956
45.5429,0.74023
45.6,0.74089
45.6571,0.74288
45.7,0.74354
45.7143,0.7442
45.7857,0.74553
45.8,0.74619
45.8571,0.74685
45.8714,0.74884
45.8857,0.75017
45.9,0.75083
45.9286,0.75149
45.9857,0.75215
46.0143,0.75348
46.1,0.75547
46.1143,0.75613
46.1286,0.75679
46.1429,0.75812
46.2,0.75878
46.2286,0.75944
46.2714,0.76011
46.3143,0.76077
46.3286,0.76143
46.3714,0.76209
46.4,0.76276
46.4714,0.76342
46.7,0.76541
46.7143,0.76607
46.7857,0.76673
46.8714,0.7674
46.9286,0.76806
46.9429,0.76872
47.0714,0.76938
47.1286,0.77005
47.1571,0.77071
47.1857,0.77137
47.2571,0.77203
47.2857,0.77336
47.3429,0.77402
47.3857,0.77535
47.4429,0.77601
47.5,0.77667
47.5571,0.778
47.5714,0.77866
47.6429,0.77932
47.6571,0.77999
47.7286,0.78065
47.7714,0.78131
47.7857,0.78197
47.8143,0.78264
47.8571,0.7833
47.9143,0.78396
47.9571,0.78529
48.0,0.78595
48.0429,0.78728
48.0571,0.78794
48.0714,0.7886
48.0857,0.78993
48.2429,0.79059
48.4,0.79125
48.4143,0.79192
48.4571,0.79258
48.4714,0.79324
48.5,0.7939
48.5143,0.79457
48.5286,0.79523
48.6143,0.79589
48.6286,0.79655
48.6429,0.79722
48.7286,0.79854
48.7714,0.80053
48.7857,0.80119
48.8286,0.80186
48.9143,0.80252
48.9714,0.80318
49.0,0.80451
49.0286,0.80517
49.0429,0.80583
49.0857,0.80649
49.1,0.80782
49.1857,0.80848
49.2,0.80915
49.2429,0.80981
49.3143,0.81047
49.3286,0.81113
49.3571,0.8118
49.3714,0.81312
49.4,0.81378
49.4143,0.81445
49.4286,0.81511
49.4429,0.81577
49.4571,0.81643
49.5143,0.8171
49.5286,0.81776
49.5571,0.81842
49.5714,0.81909
49.5857,0.81975
49.6571,0.82107
49.7,0.82174
49.7714,0.8224
49.8286,0.82306
49.8571,0.82439
49.9143,0.82505
49.9286,0.82571
49.9857,0.82638
50.0429,0.82704
50.0571,0.82836
50.0857,0.82903
50.1714,0.82969
50.1857,0.83035
50.2429,0.83101
50.2571,0.83168
50.2857,0.83234
50.3143,0.833
50.3286,0.83366
50.3429,0.83433
50.3571,0.83499
50.3714,0.83565
50.4143,0.83764
50.4286,0.8383
50.5,0.83897
50.5429,0.83963
50.5714,0.84095
50.6429,0.84228
50.7,0.84294
50.7429,0.84361
50.7714,0.84427
50.8,0.84493
50.8143,0.84559
50.8429,0.84626
50.8857,0.84692
50.9,0.84758
50.9571,0.84824
50.9857,0.84957
51.1286,0.85023
51.1429,0.85089
51.1571,0.85156
51.2429,0.85222
51.2857,0.85288
51.3,0.85355
51.3429,0.85487
51.3857,0.85553
51.5286,0.8562
51.6429,0.85686
51.6571,0.85752
51.6714,0.85818
51.7286,0.85951
51.7429,0.86017
51.7857,0.86083
51.8429,0.8615
51.8571,0.86282
51.9143,0.86349
51.9286,0.86415
51.9857,0.86481
52.0,0.86547
52.0714,0.86614
52.1429,0.86746
52.2714,0.86812
52.2857,0.86879
52.3,0.86945
52.3571,0.87011
52.4714,0.87078
52.4857,0.87144
52.5429,0.8721
