condition,slot,class,queued_pricing_error_s,backlog_error_s
12mp_normal,1,no_delay_required,-0.1941,-0.22
12mp_normal,1,no_delay_required,-0.0616,-0.052
12mp_normal,1,no_delay_required,0.0408,0.041
12mp_normal,1,no_delay_required,0.0468,-0.023
12mp_normal,1,no_delay_required,0.0131,-0.079
12mp_normal,1,no_delay_required,-0.0146,-0.124
12mp_normal,1,no_delay_required,-0.188,-0.294
12mp_normal,1,no_delay_required,-0.3277,-0.48
12mp_normal,1,no_delay_required,0.121,-0.093
12mp_normal,1,no_delay_required,0.1367,-0.105
12mp_normal,1,no_delay_required,0.0805,-0.108
12mp_normal,1,no_delay_required,1.0493,0.907
12mp_normal,1,no_delay_required,1.323,1.216
12mp_normal,1,no_delay_required,1.2127,0.596
12mp_normal,1,no_delay_required,1.1675,0.507
12mp_normal,1,no_delay_required,0.6941,0.104
12mp_normal,1,no_delay_required,0.2567,-0.305
12mp_normal,1,no_delay_required,0.2588,-0.337
12mp_normal,1,no_delay_required,-0.2427,-0.312
12mp_normal,1,no_delay_required,-0.1744,-0.223
12mp_normal,1,no_delay_required,-0.1657,-0.238
12mp_normal,1,no_delay_required,-0.1903,-0.308
12mp_normal,1,no_delay_required,-0.0462,-0.182
12mp_normal,1,no_delay_required,0.0235,-0.133
12mp_normal,1,no_delay_required,0.1474,-0.092
12mp_normal,1,no_delay_required,0.1473,-0.023
12mp_normal,1,no_delay_required,0.2609,0.073
12mp_normal,1,no_delay_required,0.3491,0.185
12mp_normal,1,no_delay_required,0.4722,0.32
12mp_normal,1,no_delay_required,0.5808,0.429
12mp_normal,1,no_delay_required,0.6028,0.455
12mp_normal,1,no_delay_required,0.433,-0.035
12mp_normal,1,no_delay_required,0.2607,-0.225
12mp_normal,1,no_delay_required,-0.1555,-0.342
12mp_normal,1,no_delay_required,-0.0784,0.08
12mp_normal,1,no_delay_required,0.9286,1.003
12mp_normal,1,no_delay_required,1.8908,1.657
12mp_normal,1,no_delay_required,2.3574,2.235
12mp_normal,1,no_delay_required,1.4407,0.66
12mp_normal,1,no_delay_required,-0.1274,-0.169
12mp_normal,1,no_delay_required,0.0353,0.048
12mp_normal,1,no_delay_required,0.0279,0.019
12mp_normal,1,no_delay_required,-0.0673,-0.072
12mp_normal,1,no_delay_required,-0.0274,-0.022
12mp_normal,1,no_delay_required,-0.0058,-0.004
12mp_normal,1,no_delay_required,0.0289,0.033
12mp_normal,1,no_delay_required,0.0,0.0
12mp_normal,1,no_delay_required,0.0659,0.068
12mp_normal,1,no_delay_required,-0.0045,-0.01
12mp_normal,1,no_delay_required,0.527,0.016
12mp_normal,1,no_delay_required,0.4385,-0.107
12mp_normal,1,no_delay_required,0.1839,-0.1
12mp_normal,1,no_delay_required,0.1206,0.156
12mp_normal,1,no_delay_required,0.7754,0.807
12mp_normal,1,no_delay_required,1.1086,0.908
12mp_normal,1,no_delay_required,1.4109,1.239
12mp_normal,1,no_delay_required,1.3038,0.691
12mp_normal,1,no_delay_required,0.8274,0.27
12mp_normal,1,no_delay_required,0.3879,-0.189
12mp_normal,1,no_delay_required,0.2442,-0.411
12mp_normal,1,no_delay_required,-0.2626,-0.437
12mp_normal,1,no_delay_required,-0.3483,-0.492
12mp_normal,1,no_delay_required,-0.4226,-0.512
12mp_normal,1,no_delay_required,-0.3462,-0.4
12mp_normal,1,no_delay_required,-0.3566,-0.439
12mp_normal,1,no_delay_required,-0.3072,-0.418
12mp_normal,1,no_delay_required,-0.3809,-0.476
12mp_normal,1,no_delay_required,-0.2167,-0.322
12mp_normal,1,no_delay_required,-0.1662,-0.311
12mp_normal,1,no_delay_required,-0.0484,-0.209
12mp_normal,1,no_delay_required,0.0697,-0.096
12mp_normal,1,no_delay_required,0.1951,0.039
12mp_normal,1,no_delay_required,0.5031,0.37
12mp_normal,1,no_delay_required,0.5803,0.488
12mp_normal,1,no_delay_required,0.923,0.384
12mp_normal,1,no_delay_required,0.9529,0.397
12mp_normal,1,no_delay_required,0.5177,-0.008
12mp_normal,1,no_delay_required,-0.0077,-0.06
12mp_normal,1,no_delay_required,0.4724,0.397
12mp_normal,1,no_delay_required,1.0213,0.923
12mp_normal,1,no_delay_required,1.5175,1.496
12mp_normal,1,no_delay_required,0.8845,0.353
12mp_normal,1,no_delay_required,0.3514,-0.188
12mp_normal,1,no_delay_required,-0.2745,-0.302
12mp_normal,1,no_delay_required,-0.2724,-0.367
12mp_normal,1,no_delay_required,-0.3171,-0.35
12mp_normal,1,no_delay_required,-0.108,-0.124
12mp_normal,1,no_delay_required,-0.1059,-0.136
12mp_normal,1,no_delay_required,-0.0447,-0.085
12mp_normal,1,no_delay_required,-0.2815,-0.334
12mp_normal,1,no_delay_required,-0.3262,-0.381
12mp_normal,1,no_delay_required,-0.3998,-0.462
12mp_normal,1,no_delay_required,-0.471,-0.556
12mp_normal,1,no_delay_required,-0.1528,-0.223
12mp_normal,1,no_delay_required,-0.0299,-0.116
12mp_normal,1,no_delay_required,0.2033,0.131
12mp_normal,1,no_delay_required,0.3979,0.326
12mp_normal,1,no_delay_required,0.6358,0.604
12mp_normal,1,no_delay_required,0.869,0.54
12mp_normal,1,no_delay_required,1.3395,0.965
12mp_normal,1,no_delay_required,1.3609,0.958
12mp_normal,1,no_delay_required,1.1941,1.108
12mp_normal,1,no_delay_required,1.105,0.927
12mp_normal,1,no_delay_required,0.9384,0.747
12mp_normal,1,no_delay_required,0.5519,0.365
12mp_normal,1,no_delay_required,0.0319,-0.126
12mp_normal,1,no_delay_required,-0.4625,-0.621
12mp_normal,1,no_delay_required,-0.022,-0.146
12mp_normal,1,no_delay_required,0.6847,0.628
12mp_normal,1,no_delay_required,1.4407,1.381
12mp_normal,1,no_delay_required,2.1497,2.152
12mp_normal,1,no_delay_required,1.2499,0.627
12mp_normal,1,no_delay_required,0.6748,-0.019
12mp_normal,1,no_delay_required,0.0932,0.043
12mp_normal,1,no_delay_required,0.1139,0.081
12mp_normal,1,no_delay_required,-0.057,-0.075
12mp_normal,1,no_delay_required,-0.025,-0.022
12mp_normal,1,no_delay_required,0.0161,0.017
12mp_normal,1,no_delay_required,-0.0116,-0.017
12mp_normal,1,no_delay_required,0.0295,0.032
12mp_normal,1,no_delay_required,0.017,0.001
12mp_normal,1,no_delay_required,1.043,0.303
12mp_normal,1,no_delay_required,0.9577,0.19
12mp_normal,1,no_delay_required,0.3844,-0.167
12mp_normal,1,no_delay_required,0.0066,0.042
12mp_normal,1,no_delay_required,0.653,0.654
12mp_normal,1,no_delay_required,1.1006,0.986
12mp_normal,1,no_delay_required,1.4042,1.236
12mp_normal,1,no_delay_required,1.2525,0.647
12mp_normal,1,no_delay_required,0.7356,0.173
12mp_normal,1,no_delay_required,0.144,-0.386
12mp_normal,1,no_delay_required,-0.3135,-0.371
12mp_normal,1,no_delay_required,-0.4155,-0.498
12mp_normal,1,no_delay_required,-0.434,-0.502
12mp_normal,1,no_delay_required,-0.3369,-0.423
12mp_normal,1,no_delay_required,-0.2673,-0.375
12mp_normal,1,no_delay_required,-0.2107,-0.342
12mp_normal,1,no_delay_required,-0.1194,-0.245
12mp_normal,1,no_delay_required,-0.0415,-0.115
12mp_normal,1,no_delay_required,0.122,0.031
12mp_normal,1,no_delay_required,0.0305,-0.085
12mp_normal,1,no_delay_required,0.0368,-0.108
12mp_normal,1,no_delay_required,-0.0154,-0.145
12mp_normal,1,no_delay_required,0.047,-0.099
12mp_normal,1,no_delay_required,-0.0586,-0.198
12mp_normal,1,no_delay_required,-0.0307,-0.215
12mp_normal,1,no_delay_required,1.014,0.319
12mp_normal,1,no_delay_required,0.8066,0.089
12mp_normal,1,no_delay_required,0.2312,-0.253
12mp_normal,1,no_delay_required,0.1088,0.249
12mp_normal,1,no_delay_required,0.7773,0.667
12mp_normal,1,no_delay_required,1.224,1.088
12mp_normal,1,no_delay_required,0.9836,1.428
12mp_normal,1,no_delay_required,0.8907,0.328
12mp_normal,1,no_delay_required,0.3606,-0.208
12mp_normal,1,no_delay_required,-0.1918,-0.202
12mp_normal,1,no_delay_required,-0.1124,-0.114
12mp_normal,1,no_delay_required,-0.1415,-0.13
12mp_normal,1,no_delay_required,-0.1482,-0.154
12mp_normal,1,no_delay_required,-0.2098,-0.247
12mp_normal,1,no_delay_required,-0.0854,-0.126
12mp_normal,1,no_delay_required,-0.0473,-0.107
12mp_normal,1,no_delay_required,-0.0195,-0.046
12mp_normal,1,no_delay_required,0.008,-0.041
12mp_normal,1,no_delay_required,0.0042,-0.066
12mp_normal,1,no_delay_required,-0.0836,-0.164
12mp_normal,1,no_delay_required,-0.0931,-0.212
12mp_normal,1,no_delay_required,-0.1415,-0.276
12mp_normal,1,no_delay_required,-0.2026,-0.302
12mp_normal,1,no_delay_required,-0.0556,-0.146
12mp_normal,1,no_delay_required,0.0854,0.001
12mp_normal,1,no_delay_required,0.794,0.292
12mp_normal,1,no_delay_required,0.7736,0.239
12mp_normal,1,no_delay_required,0.2951,-0.208
12mp_normal,1,no_delay_required,-0.0891,-0.057
12mp_normal,1,no_delay_required,0.4823,0.405
12mp_normal,1,no_delay_required,0.981,0.912
12mp_normal,1,no_delay_required,1.3235,1.164
12mp_normal,1,no_delay_required,1.1557,0.629
12mp_normal,1,no_delay_required,0.5752,0.011
12mp_normal,1,no_delay_required,0.1857,-0.32
12mp_normal,1,no_delay_required,0.1637,-0.414
12mp_normal,1,no_delay_required,-0.3445,-0.437
12mp_normal,1,no_delay_required,-0.2744,-0.337
12mp_normal,1,no_delay_required,-0.2743,-0.336
12mp_normal,1,no_delay_required,-0.2465,-0.34
12mp_normal,1,no_delay_required,-0.3084,-0.439
12mp_normal,1,no_delay_required,-0.1382,-0.285
12mp_normal,1,no_delay_required,-0.0726,-0.27
12mp_normal,1,no_delay_required,0.0731,-0.073
12mp_normal,1,no_delay_required,0.1969,0.032
12mp_normal,1,no_delay_required,0.3139,0.169
12mp_normal,1,no_delay_required,0.5081,0.419
12mp_normal,1,no_delay_required,0.5892,0.46
12mp_normal,1,no_delay_required,0.6765,0.573
12mp_normal,1,no_delay_required,0.421,0.117
12mp_normal,1,no_delay_required,0.4439,0.109
12mp_normal,1,no_delay_required,0.5389,0.187
12mp_normal,1,no_delay_required,0.257,0.261
12mp_normal,1,no_delay_required,0.7833,0.735
12mp_normal,1,no_delay_required,1.1231,1.019
12mp_normal,1,no_delay_required,1.399,1.251
12mp_normal,1,no_delay_required,1.2397,0.666
12mp_normal,1,no_delay_required,0.8258,0.316
12mp_normal,1,no_delay_required,0.8806,0.316
12mp_normal,1,no_delay_required,0.4956,-0.068
12mp_normal,1,no_delay_required,0.0017,-0.116
12mp_normal,1,no_delay_required,-0.0246,-0.145
12mp_normal,1,no_delay_required,-0.1141,-0.228
12mp_normal,1,no_delay_required,-0.1316,-0.246
12mp_normal,1,no_delay_required,-0.1656,-0.299
12mp_normal,1,no_delay_required,-0.2412,-0.428
12mp_normal,1,no_delay_required,-0.2594,-0.435
12mp_normal,1,no_delay_required,-0.2222,-0.386
12mp_normal,1,no_delay_required,-0.1386,-0.305
12mp_normal,1,no_delay_required,-0.0154,-0.123
12mp_normal,1,no_delay_required,0.1259,-0.006
12mp_normal,1,no_delay_required,0.1602,0.038
12mp_normal,1,no_delay_required,0.1829,0.044
12mp_normal,1,no_delay_required,0.273,0.083
12mp_normal,1,no_delay_required,0.3313,0.113
12mp_normal,1,no_delay_required,0.2446,0.129
12mp_normal,1,no_delay_required,0.5089,0.435
12mp_normal,1,no_delay_required,0.9083,0.774
12mp_normal,1,no_delay_required,1.2814,1.007
12mp_normal,1,no_delay_required,1.7768,1.495
12mp_normal,1,no_delay_required,1.7999,1.3
12mp_normal,1,no_delay_required,2.0159,1.497
12mp_normal,1,no_delay_required,1.8005,1.03
12mp_normal,1,no_delay_required,0.9993,0.236
12mp_normal,1,no_delay_required,0.1612,-0.139
12mp_normal,1,no_delay_required,0.0373,-0.102
12mp_normal,1,no_delay_required,0.0641,-0.033
12mp_normal,1,no_delay_required,0.0792,-0.05
12mp_normal,1,no_delay_required,-0.0023,-0.089
12mp_normal,1,no_delay_required,-0.0491,-0.128
12mp_normal,1,no_delay_required,-0.0491,-0.154
12mp_normal,1,no_delay_required,-0.0763,-0.139
12mp_normal,1,no_delay_required,-0.0013,-0.045
12mp_normal,1,no_delay_required,0.0647,0.054
12mp_normal,1,no_delay_required,0.0506,0.017
12mp_normal,1,no_delay_required,-0.0609,-0.132
12mp_normal,1,no_delay_required,-0.0192,-0.039
12mp_normal,1,no_delay_required,0.0549,0.031
12mp_normal,1,no_delay_required,0.344,0.017
12mp_normal,1,no_delay_required,0.0262,-0.108
12mp_normal,1,no_delay_required,0.0535,-0.087
12mp_normal,1,no_delay_required,-0.0663,0.071
12mp_normal,1,no_delay_required,0.0881,-0.017
12mp_normal,1,no_delay_required,0.0277,-0.002
12mp_normal,1,no_delay_required,0.0225,0.004
12mp_normal,1,no_delay_required,0.0093,-0.02
12mp_normal,1,no_delay_required,-0.0486,-0.042
12mp_normal,1,no_delay_required,-0.0273,-0.094
12mp_normal,1,no_delay_required,-0.075,-0.109
12mp_normal,1,no_delay_required,-0.0769,-0.103
12mp_normal,1,no_delay_required,-0.1061,-0.142
12mp_normal,1,no_delay_required,-0.0721,-0.104
12mp_normal,1,no_delay_required,-0.0588,-0.093
12mp_normal,1,no_delay_required,-0.1363,-0.183
12mp_normal,1,no_delay_required,-0.138,-0.178
12mp_normal,1,no_delay_required,-0.1636,-0.214
12mp_normal,1,no_delay_required,-0.1021,-0.161
12mp_normal,1,no_delay_required,-0.0104,-0.058
12mp_normal,1,no_delay_required,0.0694,0.009
12mp_normal,1,no_delay_required,0.1137,0.063
12mp_normal,1,no_delay_required,0.1751,0.114
12mp_normal,1,no_delay_required,0.205,0.152
12mp_normal,1,no_delay_required,0.1316,0.076
12mp_normal,1,no_delay_required,0.0619,-0.012
12mp_normal,1,no_delay_required,0.221,-0.038
12mp_normal,1,no_delay_required,-0.0359,0.043
12mp_normal,1,no_delay_required,-0.0241,0.038
12mp_normal,1,no_delay_required,0.0276,0.009
12mp_normal,1,no_delay_required,0.0532,0.034
12mp_normal,1,no_delay_required,0.0233,0.012
12mp_normal,1,no_delay_required,-0.0125,-0.034
12mp_normal,1,no_delay_required,-0.0787,-0.124
12mp_normal,1,no_delay_required,-0.1193,-0.145
12mp_normal,1,no_delay_required,-0.1496,-0.187
12mp_normal,1,no_delay_required,-0.147,-0.16
12mp_normal,1,no_delay_required,-0.1831,-0.159
12mp_normal,1,no_delay_required,-0.2214,-0.207
12mp_normal,1,no_delay_required,-0.171,-0.175
12mp_normal,1,no_delay_required,-0.1413,-0.151
12mp_normal,1,no_delay_required,-0.1322,-0.155
12mp_normal,1,no_delay_required,-0.0938,-0.131
12mp_normal,1,no_delay_required,-0.0252,-0.074
12mp_normal,1,no_delay_required,0.027,-0.032
12mp_normal,1,no_delay_required,0.1455,0.092
12mp_normal,1,no_delay_required,0.2182,0.16
12mp_normal,1,no_delay_required,0.2933,0.228
12mp_normal,1,no_delay_required,0.3739,0.314
12mp_normal,1,no_delay_required,0.3454,0.272
12mp_normal,1,no_delay_required,0.2386,0.155
12mp_normal,1,no_delay_required,0.1188,0.034
12mp_normal,1,no_delay_required,0.182,-0.039
12mp_normal,1,no_delay_required,-0.0692,0.026
12mp_normal,1,no_delay_required,0.0224,0.017
12mp_normal,1,no_delay_required,0.0203,0.005
12mp_normal,1,no_delay_required,0.0045,-0.022
12mp_normal,1,no_delay_required,-0.0327,-0.043
12mp_normal,1,no_delay_required,-0.0111,-0.024
12mp_normal,1,no_delay_required,0.0172,0.014
12mp_normal,1,no_delay_required,0.024,0.006
12mp_normal,1,no_delay_required,0.0211,0.002
12mp_normal,1,no_delay_required,0.0118,-0.012
12mp_normal,1,no_delay_required,0.0167,-0.013
12mp_normal,1,no_delay_required,-0.0042,-0.043
12mp_normal,1,no_delay_required,-0.038,-0.08
12mp_normal,1,no_delay_required,-0.0307,-0.063
12mp_normal,1,no_delay_required,-0.0363,-0.074
12mp_normal,1,no_delay_required,-0.0072,-0.074
12mp_normal,1,no_delay_required,-0.013,-0.041
12mp_normal,1,no_delay_required,0.0259,-0.005
12mp_normal,1,no_delay_required,0.0239,-0.014
12mp_normal,1,no_delay_required,0.0814,0.036
12mp_normal,1,no_delay_required,0.1546,0.104
12mp_normal,1,no_delay_required,0.2211,0.171
12mp_normal,1,no_delay_required,0.3069,0.247
12mp_normal,1,no_delay_required,0.3293,0.259
12mp_normal,1,no_delay_required,0.2648,0.194
12mp_normal,1,no_delay_required,0.15,-0.079
12mp_normal,1,no_delay_required,0.0762,-0.175
12mp_normal,1,no_delay_required,-0.1256,0.011
12mp_normal,1,no_delay_required,-0.0404,0.053
12mp_normal,1,no_delay_required,-0.026,-0.127
12mp_normal,1,no_delay_required,-0.0875,-0.204
12mp_normal,1,no_delay_required,-0.1654,-0.212
12mp_normal,1,no_delay_required,-0.1399,-0.097
12mp_normal,1,no_delay_required,-0.1335,-0.105
12mp_normal,1,no_delay_required,-0.0815,-0.056
12mp_normal,1,no_delay_required,-0.0674,-0.075
12mp_normal,1,no_delay_required,-0.1109,-0.157
12mp_normal,1,no_delay_required,-0.1576,-0.215
12mp_normal,1,no_delay_required,-0.3307,-0.391
12mp_normal,1,no_delay_required,-0.367,-0.425
12mp_normal,1,no_delay_required,-0.3831,-0.456
12mp_normal,1,no_delay_required,-0.5348,-0.602
12mp_normal,1,no_delay_required,-0.7125,-0.765
12mp_normal,1,no_delay_required,-0.8691,-0.939
12mp_normal,1,no_delay_required,-0.9102,-0.966
12mp_normal,1,no_delay_required,-0.9815,-1.049
12mp_normal,1,no_delay_required,0.194,-0.148
12mp_normal,1,no_delay_required,-0.17,-0.002
12mp_normal,1,no_delay_required,-0.0355,-0.019
12mp_normal,1,no_delay_required,-0.0457,-0.044
12mp_normal,1,no_delay_required,-0.0353,-0.019
12mp_normal,1,no_delay_required,-0.0398,-0.048
12mp_normal,1,no_delay_required,-0.0484,-0.057
12mp_normal,1,no_delay_required,-0.0961,-0.119
12mp_normal,1,no_delay_required,-0.1513,-0.143
12mp_normal,1,no_delay_required,-0.2234,-0.243
12mp_normal,1,no_delay_required,-0.3245,-0.356
12mp_normal,1,no_delay_required,-0.3848,-0.409
12mp_normal,1,no_delay_required,-0.4729,-0.478
12mp_normal,1,no_delay_required,-0.5875,-0.605
12mp_normal,1,no_delay_required,-0.5833,-0.625
12mp_normal,1,no_delay_required,-0.6682,-0.722
12mp_normal,1,no_delay_required,-0.6222,-0.645
12mp_normal,1,no_delay_required,-0.6037,-0.636
12mp_normal,1,no_delay_required,-0.6714,-0.717
12mp_normal,1,no_delay_required,-0.5741,-0.623
12mp_normal,1,no_delay_required,0.5911,0.427
12mp_normal,1,no_delay_required,0.8996,0.842
12mp_normal,1,no_delay_required,0.174,-0.037
12mp_normal,1,no_delay_required,-0.0575,0.059
12mp_normal,1,no_delay_required,0.0683,0.055
12mp_normal,1,no_delay_required,0.1225,0.102
12mp_normal,1,no_delay_required,0.0555,0.029
12mp_normal,1,no_delay_required,-0.0192,-0.069
12mp_normal,1,no_delay_required,-0.0529,-0.076
12mp_normal,1,no_delay_required,-0.1176,-0.154
12mp_normal,1,no_delay_required,-0.1748,-0.188
12mp_normal,1,no_delay_required,-0.2358,-0.238
12mp_normal,1,no_delay_required,-0.4744,-0.487
12mp_normal,1,no_delay_required,-0.5414,-0.559
12mp_normal,1,no_delay_required,-0.6029,-0.62
12mp_normal,1,no_delay_required,-0.7052,-0.734
12mp_normal,1,no_delay_required,-0.7501,-0.793
12mp_normal,1,no_delay_required,-0.8484,-0.918
12mp_normal,1,no_delay_required,-0.6911,-0.708
12mp_normal,1,no_delay_required,-0.7434,-0.783
12mp_normal,1,no_delay_required,-0.7162,-0.73
12mp_normal,1,no_delay_required,-0.6316,-0.643
12mp_normal,1,no_delay_required,0.1676,0.13
12mp_normal,1,no_delay_required,0.5449,0.484
12mp_normal,1,no_delay_required,0.898,0.824
12mp_normal,1,no_delay_required,0.179,-0.062
12mp_normal,1,no_delay_required,-0.0675,0.104
12mp_normal,1,no_delay_required,0.1218,-0.003
12mp_normal,1,no_delay_required,0.0782,-0.057
12mp_normal,1,no_delay_required,-0.223,-0.16
12mp_normal,1,no_delay_required,-0.1525,-0.101
12mp_normal,1,no_delay_required,-0.1536,-0.116
12mp_normal,1,no_delay_required,0.0059,-0.006
12mp_normal,1,no_delay_required,-0.051,-0.064
12mp_normal,1,no_delay_required,-0.0733,-0.096
12mp_normal,1,no_delay_required,-0.1026,-0.118
12mp_normal,1,no_delay_required,-0.0834,-0.123
12mp_normal,1,no_delay_required,-0.2265,-0.278
12mp_normal,1,no_delay_required,-0.2068,-0.235
12mp_normal,1,no_delay_required,-0.205,-0.235
12mp_normal,1,no_delay_required,-0.1794,-0.205
12mp_normal,1,no_delay_required,-0.201,-0.244
12mp_normal,1,no_delay_required,-0.2198,-0.273
12mp_normal,1,no_delay_required,-0.0204,-0.06
12mp_normal,1,no_delay_required,0.0746,0.022
12mp_normal,1,no_delay_required,0.1727,0.099
12mp_normal,1,no_delay_required,0.2684,0.166
12mp_normal,1,no_delay_required,0.3085,0.231
12mp_normal,1,no_delay_required,0.2087,0.132
12mp_normal,1,no_delay_required,0.1078,0.018
12mp_normal,1,no_delay_required,0.0246,-0.072
12mp_normal,1,no_delay_required,0.161,0.021
12mp_normal,1,no_delay_required,-0.0119,-0.002
12mp_normal,1,no_delay_required,0.0338,0.035
12mp_normal,1,no_delay_required,0.0593,0.05
12mp_normal,1,no_delay_required,0.0299,-0.046
12mp_normal,1,no_delay_required,-0.0191,-0.108
12mp_normal,1,no_delay_required,-0.0749,-0.152
12mp_normal,1,no_delay_required,-0.0918,-0.093
12mp_normal,1,no_delay_required,-0.0719,-0.039
12mp_normal,1,no_delay_required,-0.0749,-0.053
12mp_normal,1,no_delay_required,-0.0467,-0.031
12mp_normal,1,no_delay_required,-0.0423,-0.041
12mp_normal,1,no_delay_required,-0.0128,-0.033
12mp_normal,1,no_delay_required,-0.0212,-0.057
12mp_normal,1,no_delay_required,-0.0857,-0.121
12mp_normal,1,no_delay_required,-0.1407,-0.187
12mp_normal,1,no_delay_required,-0.2102,-0.254
12mp_normal,1,no_delay_required,-0.3809,-0.437
12mp_normal,1,no_delay_required,-0.3689,-0.414
12mp_normal,1,no_delay_required,-0.3202,-0.37
12mp_normal,1,no_delay_required,-0.3031,-0.362
12mp_normal,1,no_delay_required,-0.2067,-0.264
12mp_normal,1,no_delay_required,-0.277,-0.344
12mp_normal,1,no_delay_required,-0.3625,-0.415
12mp_normal,1,no_delay_required,0.229,-0.11
12mp_normal,1,no_delay_required,-0.135,0.087
12mp_normal,1,no_delay_required,-0.0407,0.168
12mp_normal,1,no_delay_required,0.1695,0.134
12mp_normal,1,no_delay_required,0.1107,-0.01
12mp_normal,1,no_delay_required,0.0011,-0.043
12mp_normal,1,no_delay_required,-0.0245,0.009
12mp_normal,1,no_delay_required,-0.1435,-0.12
12mp_normal,1,no_delay_required,-0.1252,-0.161
12mp_normal,1,no_delay_required,-0.1724,-0.207
12mp_normal,1,no_delay_required,-0.2521,-0.294
12mp_normal,1,no_delay_required,-0.2218,-0.249
12mp_normal,1,no_delay_required,-0.2764,-0.29
12mp_normal,1,no_delay_required,-0.3089,-0.334
12mp_normal,1,no_delay_required,-0.3704,-0.407
12mp_normal,1,no_delay_required,-0.4663,-0.493
12mp_normal,1,no_delay_required,-0.4173,-0.546
12mp_normal,1,no_delay_required,-0.4801,-0.512
12mp_normal,1,no_delay_required,-0.4179,-0.439
12mp_normal,1,no_delay_required,-0.3635,-0.393
12mp_normal,1,no_delay_required,-0.2263,-0.254
12mp_normal,1,no_delay_required,-0.0986,-0.121
12mp_normal,1,no_delay_required,-0.0329,-0.063
12mp_normal,1,no_delay_required,0.1405,0.1
12mp_normal,1,no_delay_required,0.0641,0.01
12mp_normal,1,no_delay_required,-0.0492,-0.119
12mp_normal,1,no_delay_required,0.174,-0.144
12mp_normal,1,no_delay_required,-0.1198,0.094
12mp_normal,1,no_delay_required,-0.0374,0.165
12mp_normal,1,no_delay_required,0.1668,0.045
12mp_normal,1,no_delay_required,0.0664,-0.014
12mp_normal,1,no_delay_required,0.0006,-0.005
12mp_normal,1,no_delay_required,0.0192,0.038
12mp_normal,1,no_delay_required,0.0502,0.02
12mp_normal,1,no_delay_required,0.0521,0.022
12mp_normal,1,no_delay_required,0.0495,0.01
12mp_normal,1,no_delay_required,0.0113,-0.026
12mp_normal,1,no_delay_required,-0.019,-0.047
12mp_normal,1,no_delay_required,-0.0647,-0.095
12mp_normal,1,no_delay_required,-0.0804,-0.118
12mp_normal,1,no_delay_required,-0.1026,-0.134
12mp_normal,1,no_delay_required,-0.1905,-0.239
12mp_normal,1,no_delay_required,-0.241,-0.307
12mp_normal,1,no_delay_required,-0.2905,-0.344
12mp_normal,1,no_delay_required,-0.3621,-0.427
12mp_normal,1,no_delay_required,-0.3725,-0.438
12mp_normal,1,no_delay_required,-0.3115,-0.368
12mp_normal,1,no_delay_required,-0.3004,-0.369
12mp_normal,1,no_delay_required,-0.1854,-0.227
12mp_normal,1,no_delay_required,-0.0735,-0.105
12mp_normal,1,no_delay_required,-0.1447,-0.184
12mp_normal,1,no_delay_required,-0.1922,-0.219
12mp_normal,1,no_delay_required,-0.2648,-0.274
12mp_normal,1,no_delay_required,0.214,-0.057
12mp_normal,1,no_delay_required,-0.0842,-0.049
12mp_normal,1,no_delay_required,-0.0464,-0.021
12mp_normal,1,no_delay_required,-0.0373,0.019
12mp_normal,1,no_delay_required,0.0227,0.021
12mp_normal,1,no_delay_required,0.0182,0.009
12mp_normal,1,no_delay_required,0.0139,-0.013
12mp_normal,1,no_delay_required,-0.0064,-0.033
12mp_normal,1,no_delay_required,-0.0407,-0.051
12mp_normal,1,no_delay_required,-0.1337,-0.157
12mp_normal,1,no_delay_required,-0.162,-0.176
12mp_normal,1,no_delay_required,-0.2273,-0.242
12mp_normal,1,no_delay_required,-0.2928,-0.326
12mp_normal,1,no_delay_required,-0.2772,-0.289
12mp_normal,1,no_delay_required,-0.2494,-0.281
12mp_normal,1,no_delay_required,-0.2911,-0.335
12mp_normal,1,no_delay_required,-0.2567,-0.279
12mp_normal,1,no_delay_required,-0.2733,-0.304
12mp_normal,1,no_delay_required,-0.2654,-0.283
12mp_normal,1,no_delay_required,-0.2938,-0.323
12mp_normal,1,no_delay_required,-0.2216,-0.26
12mp_normal,1,no_delay_required,-0.1091,-0.144
12mp_normal,1,no_delay_required,-0.0028,-0.024
12mp_normal,1,no_delay_required,0.0696,0.04
12mp_normal,1,no_delay_required,0.0848,0.05
12mp_normal,1,no_delay_required,0.018,-0.024
12mp_normal,1,no_delay_required,0.208,-0.103
12mp_normal,1,no_delay_required,0.1201,-0.207
12mp_normal,1,no_delay_required,-0.2028,-0.043
12mp_normal,1,no_delay_required,-0.0362,0.045
12mp_normal,1,no_delay_required,0.0475,-0.026
12mp_normal,1,no_delay_required,-0.0498,-0.049
12mp_normal,1,no_delay_required,-0.0952,-0.107
12mp_normal,1,no_delay_required,-0.1104,-0.121
12mp_normal,1,no_delay_required,-0.1552,-0.159
12mp_normal,1,no_delay_required,-0.2287,-0.243
12mp_normal,1,no_delay_required,-0.2458,-0.246
12mp_normal,1,no_delay_required,-0.2366,-0.258
12mp_normal,1,no_delay_required,-0.2878,-0.326
12mp_normal,1,no_delay_required,-0.2896,-0.312
12mp_normal,1,no_delay_required,-0.2325,-0.246
12mp_normal,1,no_delay_required,-1.3799,-1.405
12mp_normal,1,no_delay_required,-1.1135,-1.126
12mp_normal,1,no_delay_required,-0.7914,-0.803
